ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.522221,4.611083,6.488554,4.588918,15.98892,0.2651496,3.105248,0.1071583,ACCELERATE
-1,6.522391,4.611079,6.488383,4.588922,15.98892,0.272957,3.105149,0.2027719,ACCELERATE
-1,6.522396,4.611074,6.488379,4.588927,15.98893,0.2752474,3.105129,0.3060611,ACCELERATE
-1,6.52239,4.61107,6.488384,4.588932,15.98893,0.2756725,3.105127,0.4004421,ACCELERATE
-1,6.522384,4.611065,6.488391,4.588936,15.98894,0.2757424,3.105122,0.5035675,ACCELERATE
-1,6.522376,4.611059,6.488399,4.588942,15.98894,0.2757464,3.105127,0.6011657,ACCELERATE
-1,6.522369,4.611054,6.488406,4.588947,15.98895,0.2757441,3.105127,0.7052961,ACCELERATE
-1,6.522363,4.61105,6.488412,4.588952,15.98895,0.2757445,3.105138,0.8000816,ACCELERATE
-1,6.522357,4.611046,6.488418,4.588955,15.98896,0.2757446,3.10515,0.903176,ACCELERATE
-1,6.522349,4.61104,6.488426,4.588961,15.98896,0.2757442,3.105167,1.00179,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757437,3.105183,1.100978,ACCELERATE
-1,6.522349,4.61104,6.488426,4.588961,15.98896,0.2757436,3.105199,1.20004,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757439,3.105217,1.304437,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757441,3.105231,1.407301,ACCELERATE
-1,6.522346,4.611038,6.488429,4.588963,15.98896,0.2757441,3.105245,1.501859,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757443,3.105262,1.604895,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757442,3.105279,1.706052,ACCELERATE
-1,6.522349,4.61104,6.488425,4.588961,15.98896,0.2757435,3.105293,1.800352,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757441,3.10531,1.904805,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.275744,3.105324,2.00729,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757442,3.105337,2.104863,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757444,3.105354,2.203492,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757436,3.105364,2.300064,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757433,3.105374,2.403957,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757449,3.105388,2.503897,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757449,3.105411,2.601272,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757443,3.10543,2.705667,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757445,3.105453,2.802888,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.275744,3.105473,2.900264,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757445,3.105499,3.003124,ACCELERATE
-1,6.522365,4.611042,6.488411,4.588959,15.98896,0.2757326,3.127161,3.10493,ACCELERATE
-1,6.522463,4.611066,6.488313,4.588935,15.98893,0.275708,3.276468,3.202765,ACCELERATE
-1,6.522582,4.611116,6.488194,4.588885,15.98888,0.2757199,3.519611,3.301904,NONE
-1,6.522711,4.611174,6.488064,4.588828,15.98882,0.2757126,3.811297,3.40537,ACCELERATE
-1,6.522921,4.611264,6.487854,4.588737,15.98873,0.2756976,4.224303,3.504086,ACCELERATE
-1,6.523205,4.611401,6.487572,4.588601,15.98859,0.2773879,4.746983,3.601557,ACCELERATE
-1,6.523762,4.611625,6.487016,4.588377,15.98836,0.2803597,5.418302,3.704774,ACCELERATE
-1,6.524117,4.611866,6.486663,4.588136,15.98812,0.2788861,6.197974,3.806244,ACCELERATE
-1,6.524601,4.612137,6.486178,4.587864,15.98784,0.2793599,7.067903,3.906195,ACCELERATE
-1,6.525085,4.612434,6.485696,4.587568,15.98754,0.2790832,8.031131,4.006305,ACCELERATE
-1,6.525643,4.612754,6.485139,4.587248,15.98722,0.2792462,9.028538,4.102047,ACCELERATE
-1,6.526268,4.613125,6.484516,4.586877,15.98685,0.2791263,10.14957,4.202695,ACCELERATE
-1,6.52696,4.613537,6.483825,4.586465,15.98644,0.2791777,11.35631,4.305017,ACCELERATE
-1,6.527659,4.613961,6.483126,4.586041,15.98601,0.279151,12.56728,4.402974,ACCELERATE
-1,6.528424,4.614426,6.482363,4.585576,15.98555,0.2791674,13.82228,4.500629,ACCELERATE
-1,6.52927,4.614946,6.481519,4.585056,15.98502,0.2791573,15.19367,4.603808,ACCELERATE
-1,6.530121,4.615473,6.480669,4.584529,15.9845,0.279161,16.5193,4.700777,ACCELERATE
