ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.522272,4.611082,6.488501,4.588919,15.98892,0.2667626,3.105224,0.1048402,NONE
-1,6.522393,4.611078,6.488381,4.588923,15.98892,0.2734827,3.105142,0.2014784,NONE
-1,6.522394,4.611073,6.488381,4.588929,15.98893,0.2753776,3.105129,0.3066793,NONE
-1,6.522387,4.611067,6.488388,4.588934,15.98893,0.2756997,3.105126,0.4051301,ACCELERATE
-1,6.522382,4.611063,6.488394,4.588938,15.98894,0.2757438,3.105121,0.5022585,ACCELERATE
-1,6.522373,4.611057,6.488401,4.588944,15.98894,0.2757462,3.105128,0.602064,ACCELERATE
-1,6.522368,4.611053,6.488407,4.588948,15.98895,0.2757438,3.105129,0.7009889,ACCELERATE
-1,6.52236,4.611048,6.488415,4.588953,15.98895,0.2757452,3.105155,0.8069258,ACCELERATE
-1,6.522355,4.611044,6.48842,4.588957,15.98896,0.2757441,3.105173,0.9034092,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757439,3.105195,1.003338,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757439,3.105215,1.100276,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757439,3.105235,1.203616,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757438,3.105257,1.303991,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757437,3.105279,1.404504,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757441,3.105304,1.506704,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757443,3.105324,1.606464,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757439,3.105339,1.700952,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757448,3.105363,1.806055,ACCELERATE
-1,6.522345,4.611037,6.48843,4.588964,15.98896,0.2757438,3.105377,1.902056,ACCELERATE
-1,6.522345,4.611037,6.48843,4.588964,15.98896,0.2757441,3.105399,2.00046,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757439,3.105422,2.104194,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757437,3.105441,2.204869,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757437,3.105462,2.302239,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757437,3.105481,2.405256,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.275744,3.105499,2.50001,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.275744,3.105516,2.60006,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757431,3.105529,2.704463,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.275744,3.105551,2.803746,ACCELERATE
-1,6.522348,4.611039,6.488427,4.588962,15.98896,0.2757441,3.105574,2.90187,ACCELERATE
-1,6.522346,4.611038,6.488428,4.588963,15.98896,0.2757436,3.105596,3.004796,ACCELERATE
-1,6.522392,4.611046,6.488384,4.588955,15.98895,0.275721,3.166999,3.106761,ACCELERATE
-1,6.522513,4.611082,6.488263,4.588919,15.98891,0.2757043,3.362422,3.202175,ACCELERATE
-1,6.522699,4.611155,6.488077,4.588847,15.98884,0.275697,3.714137,3.30497,ACCELERATE
-1,6.523016,4.611256,6.487762,4.588746,15.98874,0.2797716,4.160858,3.400552,ACCELERATE
-1,6.523366,4.611448,6.48741,4.588554,15.98854,0.281579,4.782197,3.506243,ACCELERATE
-1,6.523744,4.611656,6.487034,4.588345,15.98833,0.2789921,5.446017,3.600294,ACCELERATE
-1,6.524213,4.61192,6.486566,4.588082,15.98807,0.2795536,6.290699,3.704469,ACCELERATE
-1,6.524666,4.612185,6.486114,4.587817,15.9878,0.2790999,7.160017,3.800066,ACCELERATE
-1,6.525224,4.61251,6.485558,4.587492,15.98747,0.2792704,8.208537,3.905334,ACCELERATE
-1,6.525787,4.612841,6.484996,4.587161,15.98714,0.2791329,9.248257,4.002018,ACCELERATE
-1,6.526436,4.613226,6.484346,4.586776,15.98675,0.2791852,10.41153,4.10374,ACCELERATE
-1,6.52712,4.613636,6.483665,4.586367,15.98634,0.2791502,11.61764,4.203798,ACCELERATE
-1,6.527876,4.614093,6.48291,4.585909,15.98587,0.2791681,12.92532,4.307581,ACCELERATE
-1,6.528626,4.614552,6.482161,4.58545,15.98542,0.2791593,14.13323,4.400045,ACCELERATE
-1,6.529481,4.615078,6.481308,4.584924,15.98489,0.2791604,15.50667,4.502077,ACCELERATE
-1,6.530404,4.615651,6.480388,4.584352,15.98431,0.279158,16.94596,4.606159,ACCELERATE
-1,6.531344,4.616238,6.479449,4.583764,15.98373,0.2791589,18.34814,4.705303,ACCELERATE
-1,6.532299,4.616838,6.478496,4.583164,15.98313,0.2791584,19.74049,4.801965,ACCELERATE
-1,6.55227,4.618771,6.45885,4.581275,15.98075,0.2791586,21.22123,4.903173,LEFT_ACCELERATE
-1,6.936933,4.673342,6.126648,4.536927,15.92473,0.2791611,22.67865,5.00166,LEFT_ACCELERATE
-1,7.738832,4.874979,5.584318,4.379647,15.74047,0.2791647,24.21909,5.105909,LEFT_ACCELERATE
-1,8.127612,5.079826,5.298975,4.181976,15.54166,0.2791615,25.63838,5.202131,ACCELERATE
-1,8.450463,5.282318,5.042773,3.97936,15.34129,0.2791601,27.157,5.30497,ACCELERATE
-1,8.737314,5.462464,4.814889,3.79907,15.16303,0.2791605,28.56723,5.400401,ACCELERATE
-1,8.743856,5.614127,4.694323,3.624712,15.0016,0.2791617,30.07179,5.502026,RIGHT_ACCELERATE
-1,8.400649,5.669741,4.778396,3.540827,14.93367,0.2791639,31.56034,5.602115,RIGHT_ACCELERATE
-1,8.350991,5.718787,4.722993,3.490607,14.88389,0.2791606,33.06144,5.70295,ACCELERATE
-1,8.256806,5.773806,4.657071,3.436394,14.8287,0.2791606,34.5096,5.800244,LEFT_ACCELERATE
-1,8.403496,5.897885,4.426835,3.339489,14.71633,0.279161,36.00746,5.901158,LEFT_ACCELERATE
-1,8.46734,6.09505,4.242916,3.15191,14.51468,0.2791619,37.49926,6.002253,ACCELERATE
-1,8.207905,6.210803,4.366924,3.000077,14.30518,0.2791612,39.0113,6.104736,ACCELERATE
-1,7.873211,6.236095,4.760501,2.964495,14.10451,0.2791587,40.49445,6.205216,LEFT_ACCELERATE
-1,7.720628,6.219234,5.031582,2.981286,13.86348,0.2791623,41.89382,6.300619,LEFT_ACCELERATE
-1,7.84354,6.241575,4.813407,2.956952,13.43739,0.279179,43.39445,6.405583,LEFT_ACCELERATE
-1,7.911105,6.326413,4.692206,2.876195,12.8799,0.2791764,44.7454,6.503841,LEFT_ACCELERATE
-1,7.964488,6.392575,4.600993,2.804944,12.2271,0.2791798,46.02557,6.600465,LEFT_ACCELERATE
-1,8.154903,6.518586,4.27524,2.679095,11.37388,0.2791812,47.30498,6.703909,LEFT_ACCELERATE
-1,8.035661,6.612335,4.491408,2.599871,10.46341,0.2791709,48.49758,6.80468,LEFT_ACCELERATE
-1,7.607763,6.578176,5.802857,2.691079,9.555242,0.2791635,49.69799,6.905751,LEFT_ACCELERATE
-1,7.3094,6.453478,7.444065,2.868655,8.669158,0.2791628,50.79458,7.000471,LEFT_ACCELERATE
-1,7.200571,6.280564,7.258706,3.022094,7.559947,0.2791857,51.89993,7.105855,LEFT_ACCELERATE
-1,7.386956,6.19388,5.91708,3.045624,6.405437,0.2792087,52.72622,7.201539,LEFT_ACCELERATE
-1,7.920195,6.274872,4.704597,2.93363,4.985187,0.2792144,53.38065,7.307076,LEFT_ACCELERATE
-1,8.474085,6.486913,4.009716,2.745007,3.646193,0.2792,53.74804,7.400667,LEFT_ACCELERATE
-1,6.761639,5.952086,3.567368,2.499653,2.17472,0.2791827,53.99801,7.501009,LEFT_ACCELERATE
-1,6.079446,5.213195,3.474453,2.316841,0.683603,0.2791695,54.20778,7.602135,LEFT_ACCELERATE
-1,5.139675,4.266997,3.521293,2.256747,-0.8089406,0.2791629,54.40659,7.703258,LEFT_ACCELERATE
-1,2.514874,1.918537,-1,-1,-2.284583,0.2791743,54.47979,7.802632,LEFT_ACCELERATE
-1,2.368214,1.799501,-1,-1,-3.772901,0.2792023,54.33773,7.903353,LEFT_ACCELERATE
6.693635,1.84722,1.622864,-1,-1,-5.179762,0.2792088,53.93992,8.001935,LEFT_ACCELERATE
